batchRecordId,name,grade,gradeBand,region,area,crag,sector,wall,number,page,rowKey,sourceImage,ocrStatus,confidence,canonicalExactMatch,canonicalGrade,gradeAlignment,sourceApproval,reconciliationStatus,verificationStatus,canonicalWrite,websiteMainDatasetWrite,publishReady,requiredAction
GBR-20260801-0001,NOSE,6+,UIAA 5–7,Peilstein,Peilstein,Thalhofgraben,Klapf,Klapf,254,241,Peilstein | Klapf | NOSE,image-6.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,TAXONOMY_HOLD,provisional,NO,NO,false,Confirm Peilstein/Thalhofgraben taxonomy against contents or title pages.
GBR-20260801-0070,ANTHERICUM ADE,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Vordere Klobenwand,Main,Vordere Klobenwand,19,443,Höllental-Rax | Vordere Klobenwand | ANTHERICUM ADE,image-12.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0071,DAS GEISTERKARUSELL,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,1,445,Höllental-Rax | Detektivbüro | DAS GEISTERKARUSELL,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0072,DIE HEISSE SPUR,8/8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,2,445,Höllental-Rax | Detektivbüro | DIE HEISSE SPUR,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0073,TOM TURBO,10,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,3,445,Höllental-Rax | Detektivbüro | TOM TURBO,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0074,SCHOCK,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,4,445,Höllental-Rax | Detektivbüro | SCHOCK,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0075,FRAU DOKTOR GRUSELGLATZ,9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,5,445,Höllental-Rax | Detektivbüro | FRAU DOKTOR GRUSELGLATZ,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0076,DIE JAGD NACH DER BLAUEN BANANE,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,6,445,Höllental-Rax | Detektivbüro | DIE JAGD NACH DER BLAUEN BANANE,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0077,SIGI SCHLITZOHR,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,8,445,Höllental-Rax | Detektivbüro | SIGI SCHLITZOHR,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0078,DER IRRGARTEN DES SCHRECKENS,8+/9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,9,445,Höllental-Rax | Detektivbüro | DER IRRGARTEN DES SCHRECKENS,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0079,CARO UND KIARO,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,10,445,Höllental-Rax | Detektivbüro | CARO UND KIARO,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0080,TOM TURBO UND DER RIESENSCHWANZ,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,11,445,Höllental-Rax | Detektivbüro | TOM TURBO UND DER RIESENSCHWANZ,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0081,DIE AUGEN DES TIGERS,9,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,12,445,Höllental-Rax | Detektivbüro | DIE AUGEN DES TIGERS,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0082,FRITZ PHANTOM,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,13,445,Höllental-Rax | Detektivbüro | FRITZ PHANTOM,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0083,DER MAGISCHE MANTEL,10-/10,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,15,445,Höllental-Rax | Detektivbüro | DER MAGISCHE MANTEL,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0084,PROJEKT,8+/9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,16,445,Höllental-Rax | Detektivbüro | PROJEKT,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0085,DIE KRISTALLE DES BERGKÖNIGS,8+/9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,17,445,Höllental-Rax | Detektivbüro | DIE KRISTALLE DES BERGKÖNIGS,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0086,DAS GUMMIMÄNNGEHEIMNIS,9,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,18,445,Höllental-Rax | Detektivbüro | DAS GUMMIMÄNNGEHEIMNIS,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0087,SCHMIERÖL,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,19,445,Höllental-Rax | Detektivbüro | SCHMIERÖL,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0088,WO IST DER TANZENDE DELFIN,8/8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Detektivbüro,Main,Detektivbüro,20,445,Höllental-Rax | Detektivbüro | WO IST DER TANZENDE DELFIN,image-13.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0089,FLUSS DER ZEIT,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,1,447,Höllental-Rax | Niemandsland | FLUSS DER ZEIT,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0090,DIRTY PAWS,8/8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,2,447,Höllental-Rax | Niemandsland | DIRTY PAWS,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0091,HAUCH VON EWIGKEIT,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,4,447,Höllental-Rax | Niemandsland | HAUCH VON EWIGKEIT,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0092,GASTON,8+/9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,5,447,Höllental-Rax | Niemandsland | GASTON,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0093,RUN FOR FUN,7,UIAA 5–7,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,6,447,Höllental-Rax | Niemandsland | RUN FOR FUN,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0094,FATBURNER,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,7,447,Höllental-Rax | Niemandsland | FATBURNER,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0095,BLACK PLANET,7+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,8,447,Höllental-Rax | Niemandsland | BLACK PLANET,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0096,BLUE PLANET,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,9,447,Höllental-Rax | Niemandsland | BLUE PLANET,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0097,ZECKENJAGD,9,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,10,447,Höllental-Rax | Niemandsland | ZECKENJAGD,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0098,URSPRUNGBAUM FT QUASIMODO,9+/10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,11,447,Höllental-Rax | Niemandsland | URSPRUNGBAUM FT QUASIMODO,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0099,PAPPENSCHLÖCHER,9,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,12,447,Höllental-Rax | Niemandsland | PAPPENSCHLÖCHER,image-14.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0100,FUCKFUCKSORRYSORRY,10,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,13,448,Höllental-Rax | Niemandsland | FUCKFUCKSORRYSORRY,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0101,BELANGLOS,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,14,448,Höllental-Rax | Niemandsland | BELANGLOS,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0102,SONGLINE,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,15,448,Höllental-Rax | Niemandsland | SONGLINE,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0103,PAPALAGI,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,16,448,Höllental-Rax | Niemandsland | PAPALAGI,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0104,NIEMANDSLAND,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,17,448,Höllental-Rax | Niemandsland | NIEMANDSLAND,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0105,ROSETTENKAVALIER,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,18,448,Höllental-Rax | Niemandsland | ROSETTENKAVALIER,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0106,HYMNS TO THE LIGHT,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,19,448,Höllental-Rax | Niemandsland | HYMNS TO THE LIGHT,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0107,HUT AB MUTTERTAG,7,UIAA 5–7,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,20,448,Höllental-Rax | Niemandsland | HUT AB MUTTERTAG,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0108,PYCHIATERS ERBSCHAFT,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,21,448,Höllental-Rax | Niemandsland | PYCHIATERS ERBSCHAFT,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0109,SIDDHARTA,8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,22,448,Höllental-Rax | Niemandsland | SIDDHARTA,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0110,GLASPERLENSPIEL,8,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,23,448,Höllental-Rax | Niemandsland | GLASPERLENSPIEL,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0111,DER KÜBELREITER,10,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,24,448,Höllental-Rax | Niemandsland | DER KÜBELREITER,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0112,STEPPENWOLF,9-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,25,448,Höllental-Rax | Niemandsland | STEPPENWOLF,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0113,DEMIAN,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,26,448,Höllental-Rax | Niemandsland | DEMIAN,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0114,ANIMAL FARM,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,27,448,Höllental-Rax | Niemandsland | ANIMAL FARM,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0115,KNEISSL WHITE STAR,9+/10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,28,448,Höllental-Rax | Niemandsland | KNEISSL WHITE STAR,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0116,ELZA,10+/11-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,29,448,Höllental-Rax | Niemandsland | ELZA,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0117,TEARS OF HEAVEN,10,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,30,448,Höllental-Rax | Niemandsland | TEARS OF HEAVEN,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0118,ADA,10+/11-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,31,448,Höllental-Rax | Niemandsland | ADA,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0119,JENSEITS DES LUSTGEFÜHLS,10+/11-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,32,448,Höllental-Rax | Niemandsland | JENSEITS DES LUSTGEFÜHLS,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0120,INDOTIMES,10+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,33,448,Höllental-Rax | Niemandsland | INDOTIMES,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0121,BLUT UND HONIG,11-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,34,448,Höllental-Rax | Niemandsland | BLUT UND HONIG,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0122,HONIG,10+/11-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,35,448,Höllental-Rax | Niemandsland | HONIG,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0123,BIG SLEEP,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,36,448,Höllental-Rax | Niemandsland | BIG SLEEP,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0124,VEGAS BABY,10/10+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,37,448,Höllental-Rax | Niemandsland | VEGAS BABY,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0125,NICARAGUA,10+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,38,448,Höllental-Rax | Niemandsland | NICARAGUA,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0126,STEINFEDER,10/10+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,39,448,Höllental-Rax | Niemandsland | STEINFEDER,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0127,NIE PERSONNE LA,8/8+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,40,448,Höllental-Rax | Niemandsland | NIE PERSONNE LA,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0128,AIN'T NOBODY SPECIAL,10-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,41,448,Höllental-Rax | Niemandsland | AIN'T NOBODY SPECIAL,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0129,RAINBOW WARRIOR,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,42,448,Höllental-Rax | Niemandsland | RAINBOW WARRIOR,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0130,MACHTSPIEL DER GEFÜHLLOSEN,7/7+,UIAA 5–7,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,43,448,Höllental-Rax | Niemandsland | MACHTSPIEL DER GEFÜHLLOSEN,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0131,DER KLEINE HUDINI,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,44,448,Höllental-Rax | Niemandsland | DER KLEINE HUDINI,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0132,WHITE FALLOUT,8-,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,45,448,Höllental-Rax | Niemandsland | WHITE FALLOUT,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
GBR-20260801-0133,SHORT CUTS,9+,UIAA 8+,Höllental-Rax,Höllental-Rax,Niemandsland,Main,Niemandsland,46,448,Höllental-Rax | Niemandsland | SHORT CUTS,image-15.jpg,Readable — manual transcription,85,No,,No exact Row Key,APPROVED_2026-08-01,NEW_CANDIDATE_APPROVED_FOR_REPO_REVIEW,source-verified,NO,NO,false,"Review in PR, then authorize a separate canonical import."
